genre_ids,id,original_language,overview,release_date,title
"['Science Fiction', 'Adventure', 'Action']",1234821,en,"['Five', 'years', 'after', 'the', 'events', 'of', 'Jurassic', 'World', 'Dominion,', 'covert', 'operations', 'expert', 'Zora', 'Bennett', 'is', 'contracted', 'to', 'lead', 'a', 'skilled', 'team', 'on', 'a', 'top-secret', 'mission', 'to', 'secure', 'genetic', 'material', 'from', 'the', ""world's"", 'three', 'most', 'massive', 'dinosaurs.', 'When', ""Zora's"", 'operation', 'intersects', 'with', 'a', 'civilian', 'family', 'whose', 'boating', 'expedition', 'was', 'capsized,', 'they', 'all', 'find', 'themselves', 'stranded', 'on', 'an', 'island', 'where', 'they', 'come', 'face-to-face', 'with', 'a', 'sinister,', 'shocking', 'discovery', ""that's"", 'been', 'hidden', 'from', 'the', 'world', 'for', 'decades.']",2025-07-01,Jurassic World Rebirth
"['Science Fiction', 'Adventure', 'Drama']",982843,ko,"['When', 'a', 'raging', 'flood', 'traps', 'a', 'researcher', 'and', 'her', 'young', 'son,', 'a', 'call', 'to', 'a', 'crucial', 'mission', 'puts', 'their', 'escape', '—', 'and', 'the', 'future', 'of', 'humanity', '—', 'on', 'the', 'line.']",2025-09-18,The Great Flood
"['Science Fiction', 'Action', 'Thriller']",1236153,en,"['In', 'the', 'near', 'future,', 'a', 'detective', 'stands', 'on', 'trial', 'accused', 'of', 'murdering', 'his', 'wife.', 'He', 'has', 'ninety', 'minutes', 'to', 'prove', 'his', 'innocence', 'to', 'the', 'advanced', 'AI', 'Judge', 'he', 'once', 'championed,', 'before', 'it', 'determines', 'his', 'fate.']",2026-01-19,Mercy
"['Animation', 'Action']",1539104,ja,"['A', 'veil', 'abruptly', 'descends', 'over', 'the', 'busy', 'Shibuya', 'area', 'amid', 'the', 'bustling', 'Halloween', 'crowds,', 'trapping', 'countless', 'civilians', 'inside.', 'Satoru', 'Gojo,', 'the', 'strongest', 'jujutsu', 'sorcerer,', 'steps', 'into', 'the', 'chaos.', 'But', 'lying', 'in', 'wait', 'are', 'curse', 'users', 'and', 'spirits', 'scheming', 'to', 'seal', 'him', 'away.', 'Yuji', 'Itadori,', 'accompanied', 'by', 'his', 'classmates', 'and', 'other', 'top-tier', 'jujutsu', 'sorcerers,', 'enters', 'the', 'fray', 'in', 'an', 'unprecedented', 'clash', 'of', 'curses', '—', 'the', 'Shibuya', 'Incident.', 'In', 'the', 'aftermath,', 'ten', 'colonies', 'across', 'Japan', 'are', 'transformed', 'into', 'dens', 'of', 'curses', 'in', 'a', 'plan', 'orchestrated', 'by', 'Noritoshi', 'Kamo.', 'As', 'the', 'deadly', 'Culling', 'Game', 'starts,', 'Special', 'Grade', 'sorcerer', 'Yuta', 'Okkotsu', 'is', 'assigned', 'to', 'carry', 'out', ""Yuji's"", 'execution', 'for', 'his', 'perceived', 'crimes.', 'A', 'compilation', 'movie', 'of', 'Shibuya', 'Incident', 'including', 'the', 'first', 'two', 'episodes', 'of', 'the', 'Culling', 'Games', 'arc.']",2025-11-07,JUJUTSU KAISEN: Execution
"['Romance', 'Drama']",1466115,ko,"['A', 'high', 'school', 'girl', 'wakes', 'up', 'each', 'day', 'with', 'no', 'memory', 'of', 'yesterday.', 'When', 'she', 'agrees', 'to', 'date', 'a', 'shy', 'classmate,', 'can', 'their', 'love', 'grow', 'with', 'every', 'new', 'beginning?']",2025-12-24,Even If This Love Disappears Tonight
"['Action', 'Adventure', 'Fantasy']",1131759,ko,"['Kim', 'Dok-ja,', 'an', 'ordinary', 'man', 'in', 'his', '20s,', 'is', 'the', 'only', 'reader', 'of', 'an', 'obscure', 'web', 'novel', 'titled', '""Three', 'Ways', 'to', 'Survive', 'the', 'Apocalypse"".', 'After', 'having', 'read', 'the', 'last', 'chapter,', 'the', 'novel', 'suddenly', 'becomes', 'reality,', 'and', 'its', 'omnipotent', 'hero', 'Yu', 'Jung-hyeok', 'appears', 'before', 'Kim.', 'As', 'the', 'only', 'person', 'who', 'knows', 'how', 'to', 'survive', 'in', 'this', 'world,', 'Kim', 'and', 'his', 'companions', 'strive', 'to', 'save', 'the', 'world', 'by', 'writing', 'his', 'own,', 'new', 'ending.']",2025-07-23,Omniscient Reader: The Prophecy
"['Action', 'Thriller']",1491902,th,"['Follows', 'a', 'ruthless', 'hitman', 'who,', 'after', 'narrowly', 'escaping', 'a', 'fatal', 'attempt', 'on', 'his', 'life,', 'betrays', 'his', 'gang', 'in', 'an', 'effort', 'to', 'find', 'forgiveness', 'but', 'ends', 'up', 'becoming', 'a', 'target', 'himself.']",2025-07-11,Bang
"['Science Fiction', 'Action', 'Horror']",1196067,en,"['Five', 'years', 'ago,', 'a', 'tear', 'in', 'the', 'fabric', 'of', 'reality', 'brought', 'creatures', 'to', 'our', 'world', 'from', 'an', 'alternate', 'dimension', 'bent', 'on', 'our', 'destruction.', 'A', 'father', 'hides', 'his', 'daughter', 'on', 'an', 'island', 'to', 'keep', 'her', 'safe', 'while', 'he', 'prepares', 'her', 'for', 'survival', 'and', 'the', 'battles', 'to', 'come.', 'But', 'when', 'the', 'world', 'is', 'about', 'to', 'break,', 'no', 'place', 'is', 'safe.']",2025-10-30,Worldbreaker
"['Horror', 'Thriller', 'Science Fiction']",1272837,en,"['Dr.', 'Kelson', 'finds', 'himself', 'in', 'a', 'shocking', 'new', 'relationship', '-', 'with', 'consequences', 'that', 'could', 'change', 'the', 'world', 'as', 'they', 'know', 'it', '-', 'and', ""Spike's"", 'encounter', 'with', 'Jimmy', 'Crystal', 'becomes', 'a', 'nightmare', 'he', ""can't"", 'escape.']",2026-01-14,28 Years Later: The Bone Temple
['Documentary'],1413097,en,"['Offering', 'unprecedented', 'access', 'to', 'the', '20', 'days', 'leading', 'up', 'to', 'the', '2025', 'Presidential', 'Inauguration', '—', 'through', 'the', 'eyes', 'of', 'the', 'First', 'Lady-elect', 'herself', '—', 'step', 'inside', 'Melania', ""Trump's"", 'world', 'as', 'she', 'orchestrates', 'inauguration', 'plans,', 'navigates', 'the', 'complexities', 'of', 'the', 'White', 'House', 'transition,', 'and', 'reenters', 'public', 'life', 'with', 'her', 'family.', 'With', 'exclusive', 'footage', 'capturing', 'critical', 'meetings,', 'private', 'conversations,', 'and', 'never-before-seen', 'environments,', 'Mrs.', 'Trump', 'returns', 'to', 'one', 'of', 'the', ""world's"", 'most', 'powerful', 'roles.']",2026-01-30,Melania
"['Drama', 'Fantasy', 'Horror']",1062722,en,"['Dr.', 'Victor', 'Frankenstein,', 'a', 'brilliant', 'but', 'egotistical', 'scientist,', 'brings', 'a', 'creature', 'to', 'life', 'in', 'a', 'monstrous', 'experiment', 'that', 'ultimately', 'leads', 'to', 'the', 'undoing', 'of', 'both', 'the', 'creator', 'and', 'his', 'tragic', 'creation.']",2025-10-17,Frankenstein
"['Adventure', 'Drama', 'Science Fiction']",157336,en,"['The', 'adventures', 'of', 'a', 'group', 'of', 'explorers', 'who', 'make', 'use', 'of', 'a', 'newly', 'discovered', 'wormhole', 'to', 'surpass', 'the', 'limitations', 'on', 'human', 'space', 'travel', 'and', 'conquer', 'the', 'vast', 'distances', 'involved', 'in', 'an', 'interstellar', 'voyage.']",2014-11-05,Interstellar
"['Action', 'Thriller', 'Adventure']",575265,en,"['Ethan', 'Hunt', 'and', 'team', 'continue', 'their', 'search', 'for', 'the', 'terrifying', 'AI', 'known', 'as', 'the', 'Entity', '—', 'which', 'has', 'infiltrated', 'intelligence', 'networks', 'all', 'over', 'the', 'globe', '—', 'with', 'the', ""world's"", 'governments', 'and', 'a', 'mysterious', 'ghost', 'from', ""Hunt's"", 'past', 'on', 'their', 'trail.', 'Joined', 'by', 'new', 'allies', 'and', 'armed', 'with', 'the', 'means', 'to', 'shut', 'the', 'Entity', 'down', 'for', 'good,', 'Hunt', 'is', 'in', 'a', 'race', 'against', 'time', 'to', 'prevent', 'the', 'world', 'as', 'we', 'know', 'it', 'from', 'changing', 'forever.']",2025-05-17,Mission: Impossible - The Final Reckoning
"['Adventure', 'Animation', 'Action', 'TV Movie', 'Comedy']",1147411,fr,"['Kagami', 'drags', 'Marinette', 'to', 'Tokyo', 'to', 'help', 'the', 'Stellars', 'defeat', 'a', 'new', 'supervillain,', 'but', 'Marinette', 'soon', 'realizes', 'her', 'friend', 'has', 'another,', 'untold', 'reason', 'for', 'this', 'trip', 'to', 'Japan.']",2025-12-07,"Miraculous World: Tokyo, Stellar Force"
"['Horror', 'Thriller']",1198984,en,"['After', 'a', 'catastrophic', 'military', 'disaster,', 'the', 'dead', ""don't"", 'just', 'rise—they', 'hunt.', 'The', 'military', 'insists', 'they', 'are', 'harmless', 'and', 'slow-moving,', 'offering', 'hope', 'to', 'grieving', 'families.', 'But', 'when', 'Ava', 'enters', 'a', 'quarantine', 'zone', 'searching', 'for', 'her', 'missing', 'husband,', 'she', 'uncovers', 'the', 'horrifying', 'truth:', 'the', 'undead', 'are', 'growing', 'more', 'violent,', 'more', 'relentless,', 'and', 'more', 'dangerous', 'with', 'every', 'passing', 'hour.']",2026-01-01,We Bury the Dead
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",19995,en,"['In', 'the', '22nd', 'century,', 'a', 'paraplegic', 'Marine', 'is', 'dispatched', 'to', 'the', 'moon', 'Pandora', 'on', 'a', 'unique', 'mission,', 'but', 'becomes', 'torn', 'between', 'following', 'orders', 'and', 'protecting', 'an', 'alien', 'civilization.']",2009-12-16,Avatar
"['Science Fiction', 'Adventure', 'Action']",533533,en,"['A', 'highly', 'sophisticated', 'Program', 'called', 'Ares', 'is', 'sent', 'from', 'the', 'digital', 'world', 'into', 'the', 'real', 'world', 'on', 'a', 'dangerous', 'mission,', 'marking', ""humankind's"", 'first', 'encounter', 'with', 'A.I.', 'beings.']",2025-10-08,TRON: Ares
['Thriller'],1561955,ta,"['A', 'psychiatrist', 'evaluating', 'a', 'self-confessed', 'serial', 'killer', 'unravels', 'a', 'twisted', 'web', 'of', 'trauma,', 'deceit,', 'and', 'psychological', 'manipulation—only', 'to', 'question', 'if', 'the', 'killer', 'is', 'truly', 'guilty', 'or', 'just', 'another', 'victim', 'in', 'a', 'larger,', 'darker', 'game.']",2025-12-05,Stephen
['Drama'],1266990,tl,"['Three', 'friends', 'retreat', 'to', 'a', 'resort', 'to', 'collaborate', 'on', 'a', 'daring', 'screenplay', 'for', 'a', 'contest.', 'Faced', 'with', 'the', 'challenge', 'of', 'writing', 'about', 'passion', 'despite', 'their', 'own', 'dry', 'spells,', 'their', 'journey', 'soon', 'blurs', 'the', 'line', 'between', 'imagination', 'and', 'experience.']",2024-05-24,Kulong
"['Action', 'Drama']",911430,en,"['Racing', 'legend', 'Sonny', 'Hayes', 'is', 'coaxed', 'out', 'of', 'retirement', 'to', 'lead', 'a', 'struggling', 'Formula', '1', 'team—and', 'mentor', 'a', 'young', 'hotshot', 'driver—while', 'chasing', 'one', 'more', 'chance', 'at', 'glory.']",2025-06-25,F1
"['Action', 'Thriller', 'Mystery']",1439112,en,"['LAPD', 'officer', 'Jake', 'Rosser', 'endeavors', 'to', 'lead', 'a', 'peaceful', 'life', 'with', 'his', 'family', 'and', 'retired', 'K-9', 'officer,', 'Socks.', 'However,', 'tranquility', 'dissolves', 'into', 'chaos', 'when', 'a', 'gang', 'targets', 'them', 'in', 'a', 'brutal', 'attack.', 'Alongside', 'his', 'new', 'K-9', 'partner', 'Argos,', 'Jake', 'launches', 'into', 'a', 'relentless', 'pursuit', 'of', 'justice,', 'determined', 'to', 'protect', 'his', 'loved', 'ones.']",2025-11-13,Muzzle: City of Wolves
"['Horror', 'Thriller']",1315303,en,"['Lucy,', 'a', 'college', 'student,', 'along', 'with', 'her', 'friends,', 'spend', 'their', 'vacation', 'at', 'her', ""family's"", 'home', 'in', 'Hawaii,', 'which', 'includes', 'her', 'pet', 'chimpanzee,', 'Ben.', 'However,', 'when', 'Ben', 'contracts', 'rabies', 'after', 'being', 'bitten', 'by', 'a', 'rabid', 'animal,', 'the', 'group', 'must', 'fight', 'for', 'their', 'lives', 'in', 'order', 'to', 'avoid', 'the', 'now-violent', 'chimp.']",2026-01-01,Primate
"['Crime', 'Drama', 'Thriller']",1220564,pt,"['Brazil,', '1977.', 'Marcelo,', 'a', 'technology', 'expert', 'in', 'his', 'early', '40s,', 'is', 'on', 'the', 'run.', 'Hoping', 'to', 'reunite', 'with', 'his', 'son,', 'he', 'travels', 'to', 'Recife', 'during', 'Carnival', 'but', 'soon', 'realizes', 'that', 'the', 'city', 'is', 'not', 'the', 'safe', 'haven', 'he', 'was', 'expecting.']",2025-07-23,The Secret Agent
"['Action', 'War']",1223601,fi,"['Returning', 'to', 'the', 'house', 'where', 'his', 'family', 'was', 'brutally', 'murdered', 'during', 'the', 'war,', '""the', 'man', 'who', 'refuses', 'to', 'die""', 'dismantles', 'it,', 'loads', 'it', 'on', 'a', 'truck,', 'and', 'is', 'determined', 'to', 'rebuild', 'it', 'somewhere', 'safe', 'in', 'their', 'honor.', 'When', 'the', 'commander', 'who', 'killed', 'his', 'family', 'comes', 'back', 'hellbent', 'on', 'finishing', 'the', 'job,', 'a', 'relentless,', 'eye-popping', 'cross-country', 'chase', 'ensues.']",2025-10-21,Sisu: Road to Revenge
"['Drama', 'Action', 'Romance']",111646,en,"['Biyaheng', 'Langit', 'tells', 'the', 'story', 'of', 'Bea,', 'a', 'young', 'Filipino-American', '(Joyce', 'Jimenez).', 'Bea', 'is', 'bored;', 'all', 'she', 'wants', 'in', 'life', 'is', 'to', 'raise', 'five', 'thousand', 'dollars', 'so', 'that', 'she', 'can', 'live', 'independently', 'in', 'the', 'United', 'States.', 'To', 'relieve', 'her', 'boredom,', 'Bea', 'follows', 'her', 'grandmother', '(Nida', 'Blanca)', 'to', 'the', 'casino,', 'where', 'they', 'gamble', 'all', 'night;', 'this', 'is', 'where', 'she', 'meets', 'Danny', '(Mark', 'Anthony', 'Fernandez),', 'a', 'runner', 'who', 'collects', 'money', 'from', 'the', 'tables', 'for', 'Bosing', '(Bembol', 'Roco).']",2000-10-25,Biyaheng Langit
"['Animation', 'Adventure', 'Family', 'Comedy']",269149,en,"['Determined', 'to', 'prove', 'herself,', 'Officer', 'Judy', 'Hopps,', 'the', 'first', 'bunny', 'on', ""Zootopia's"", 'police', 'force,', 'jumps', 'at', 'the', 'chance', 'to', 'crack', 'her', 'first', 'case', '-', 'even', 'if', 'it', 'means', 'partnering', 'with', 'scam-artist', 'fox', 'Nick', 'Wilde', 'to', 'solve', 'the', 'mystery.']",2016-02-11,Zootopia
"['Drama', 'Romance', 'Thriller']",1010581,es,"['Noah', 'must', 'leave', 'her', 'city,', 'boyfriend,', 'and', 'friends', 'to', 'move', 'into', 'William', ""Leister's"", 'mansion,', 'the', 'flashy', 'and', 'wealthy', 'husband', 'of', 'her', 'mother', 'Rafaela.', 'As', 'a', 'proud', 'and', 'independent', '17', 'year', 'old,', 'Noah', 'resists', 'living', 'in', 'a', 'mansion', 'surrounded', 'by', 'luxury.', 'However,', 'it', 'is', 'there', 'where', 'she', 'meets', 'Nick,', 'her', 'new', 'stepbrother,', 'and', 'the', 'clash', 'of', 'their', 'strong', 'personalities', 'becomes', 'evident', 'from', 'the', 'very', 'beginning.']",2023-06-08,My Fault
"['Romance', 'Comedy']",1433842,en,"['When', 'TV', 'producer', 'Leah', 'Caldwell', 'aims', 'to', 'become', 'the', 'first', 'woman', 'running', 'New', ""York's"", 'top', 'morning', 'show,', 'her', 'ex', 'competes', 'for', 'the', 'same', 'role.', 'Leah', 'stays', 'focused', 'on', 'her', 'career,', 'until', 'chemistry', 'with', 'her', 'ex', 'challenges', 'her', 'priorities.']",2026-02-04,Relationship Goals
"['Crime', 'Thriller', 'Comedy']",639988,ko,"['After', 'being', 'laid', 'off', 'and', 'humiliated', 'by', 'a', 'ruthless', 'job', 'market,', 'a', 'veteran', 'paper', 'mill', 'manager', 'descends', 'into', 'violence', 'in', 'a', 'desperate', 'bid', 'to', 'reclaim', 'his', 'dignity.']",2025-09-24,No Other Choice
['Drama'],1241742,tl,"['Three', 'compelling', 'stories', 'in', 'one', 'erotic', 'experience.', 'Yen', 'Durano', 'plays', 'three', 'different', 'women', 'in', 'three', 'titillating', 'stories.', 'In', 'a', 'collaboration', 'of', 'three', 'directors:', 'Roman', 'Perez,', 'Jr.,', 'Sigrid', 'Polon,', 'and', 'Omar', 'Deroca.']",2024-03-01,EKS
"['Action', 'Adventure', 'Science Fiction']",76600,en,"['Set', 'more', 'than', 'a', 'decade', 'after', 'the', 'events', 'of', 'the', 'first', 'film,', 'learn', 'the', 'story', 'of', 'the', 'Sully', 'family', '(Jake,', 'Neytiri,', 'and', 'their', 'kids),', 'the', 'trouble', 'that', 'follows', 'them,', 'the', 'lengths', 'they', 'go', 'to', 'keep', 'each', 'other', 'safe,', 'the', 'battles', 'they', 'fight', 'to', 'stay', 'alive,', 'and', 'the', 'tragedies', 'they', 'endure.']",2022-12-14,Avatar: The Way of Water
"['Horror', 'Fantasy', 'Romance']",1246049,fr,"['When', 'a', '15th-century', 'prince’s', 'wife', 'is', 'brutally', 'murdered,', 'he', 'renounces', 'God', 'and', 'damns', 'heaven', 'itself.', 'Cursed', 'with', 'eternal', 'life,', 'he', 'is', 'reborn', 'as', 'Dracula–an', 'immortal', 'warlord', 'who', 'defies', 'fate', 'in', 'a', 'blood-soaked', 'crusade', 'to', 'wrench', 'his', 'lost', 'love', 'back', 'from', 'death.']",2025-07-30,Dracula
"['Comedy', 'Action']",1196995,ml,"['After', 'the', 'Chief', 'Minister', 'of', 'Kerala', 'is', 'kidnapped,', 'a', 'determined', 'investigator', 'is', 'brought', 'in', 'to', 'track', 'down', 'the', 'mysterious', 'abductor,', 'uncovering', 'hidden', 'motives', 'and', 'secrets', 'behind', 'the', 'crime.']",2025-12-18,Bha. Bha. Ba.
"['Comedy', 'Drama']",1208348,en,"['An', 'American', 'actor', 'in', 'Tokyo', 'struggles', 'to', 'find', 'purpose', 'until', 'he', 'lands', 'an', 'unusual', 'gig:', 'working', 'for', 'a', 'Japanese', ""'rental"", ""family'"", 'agency,', 'playing', 'stand-in', 'roles', 'for', 'strangers.', 'As', 'he', 'immerses', 'himself', 'in', 'his', ""clients'"", 'worlds,', 'he', 'begins', 'to', 'form', 'genuine', 'bonds', 'that', 'blur', 'the', 'lines', 'between', 'performance', 'and', 'reality.']",2025-11-20,Rental Family
"['Documentary', 'History', 'War']",1409999,en,"['This', 'documentary', 'begins', 'with', 'the', 'story', 'of', 'the', 'prelude', 'to', 'World', 'War', 'II,', 'and', 'goes', 'on', 'to', 'analyze', 'such', 'events', 'as', 'the', 'Treaty', 'of', 'Versailles,', 'the', 'League', 'of', 'Nations,', 'rise', 'of', 'the', 'dictators,', 'the', 'spread', 'of', 'fascism', 'in', 'Italy,', 'the', 'Japanese', 'invasion', 'of', 'Manchuria,', 'the', 'Spanish', 'Civil', 'War,', 'the', 'Munich', 'Agreement,', ""Hitler's"", 'March', 'into', 'Czechoslovakia,', 'the', 'Blitzkrieg', 'and', 'invasion', 'of', 'Poland,', 'the', 'fall', 'of', 'Norway,', 'and', 'more.']",2001-01-01,World War II: A History of WWII (Part 2)
"['Action', 'Thriller', 'Science Fiction']",798645,en,"['Desperate', 'to', 'save', 'his', 'sick', 'daughter,', 'working-class', 'Ben', 'Richards', 'is', 'convinced', 'by', 'The', 'Running', ""Man's"", 'charming', 'but', 'ruthless', 'producer', 'to', 'enter', 'the', 'deadly', 'competition', 'game', 'as', 'a', 'last', 'resort.', 'But', ""Ben's"", 'defiance,', 'instincts,', 'and', 'grit', 'turn', 'him', 'into', 'an', 'unexpected', 'fan', 'favorite', '—', 'and', 'a', 'threat', 'to', 'the', 'entire', 'system.', 'As', 'ratings', 'skyrocket,', 'so', 'does', 'the', 'danger,', 'and', 'Ben', 'must', 'outwit', 'not', 'just', 'the', 'Hunters,', 'but', 'a', 'nation', 'addicted', 'to', 'watching', 'him', 'fall.']",2025-11-11,The Running Man
['Drama'],1602705,id,"['A', 'rebellious', 'teen', 'and', 'a', 'reserved', 'caretaker', 'form', 'an', 'unlikely', 'bond', 'in', 'an', 'orphanage', 'as', 'they', 'come', 'to', 'terms', 'with', 'their', 'painful', 'pasts.']",2026-01-29,A Letter to My Youth
"['Animation', 'Action', 'Romance', 'Fantasy']",1218925,ja,"['In', 'a', 'brutal', 'war', 'between', 'devils,', 'hunters,', 'and', 'secret', 'enemies,', 'a', 'mysterious', 'girl', 'named', 'Reze', 'has', 'stepped', 'into', ""Denji's"", 'world,', 'and', 'he', 'faces', 'his', 'deadliest', 'battle', 'yet,', 'fueled', 'by', 'love', 'in', 'a', 'world', 'where', 'survival', 'knows', 'no', 'rules.']",2025-09-19,Chainsaw Man - The Movie: Reze Arc
"['Horror', 'Mystery']",680493,en,"['When', 'James', 'receives', 'a', 'mysterious', 'letter', 'from', 'his', 'lost', 'love', 'Mary,', 'he', 'is', 'drawn', 'to', 'Silent', 'Hill—a', 'once-familiar', 'town', 'now', 'consumed', 'by', 'darkness.', 'As', 'he', 'searches', 'for', 'her,', 'James', 'faces', 'monstrous', 'creatures', 'and', 'unravels', 'a', 'terrifying', 'truth', 'that', 'will', 'push', 'him', 'to', 'the', 'edge', 'of', 'his', 'sanity.']",2026-01-21,Return to Silent Hill
"['Action', 'Adventure', 'Science Fiction']",1033462,zh,"['A', 'traumatized', 'young', 'man', 'with', 'physical', 'abnormalities', 'is', 'forced', 'to', 'join', 'a', 'mysterious', 'bureau', 'to', 'confront', 'a', 'disaster', 'spreading', 'across', 'the', 'earth', 'caused', 'by', 'an', 'unknown', 'creature.', 'He', 'embarks', 'on', 'an', 'adventure', 'uncovering', 'mysteries', 'about', 'his', 'life.']",2024-10-01,Bureau 749
"['Action', 'Drama', 'Thriller']",1387382,en,"['When', 'a', 'reclusive', 'survivalist', 'and', 'his', 'daughter', 'rescue', 'a', 'mysterious,', 'wounded', 'woman', 'from', 'a', 'river,', 'they', 'become', 'entangled', 'in', 'a', 'deadly', 'web', 'of', 'violence', 'and', 'revenge,', 'forcing', 'them', 'to', 'confront', 'a', 'brutal', 'criminal', 'to', 'survive.']",2025-12-05,Hunting Season
"['Animation', 'Fantasy', 'Adventure', 'Action']",980477,zh,"['After', 'a', 'catastrophic', 'event', 'leaves', 'their', 'bodies', 'destroyed,', 'Ne', 'Zha', 'and', 'Ao', 'Bing', 'are', 'granted', 'a', 'fragile', 'second', 'chance', 'at', 'life.', 'As', 'tensions', 'rise', 'between', 'the', 'dragon', 'clans', 'and', 'celestial', 'forces,', 'the', 'two', 'must', 'undergo', 'a', 'series', 'of', 'perilous', 'trials', 'that', 'will', 'test', 'their', 'bond,', 'challenge', 'their', 'identities,', 'and', 'decide', 'the', 'fate', 'of', 'both', 'mortals', 'and', 'immortals.']",2025-01-29,Ne Zha 2
"['Science Fiction', 'Adventure', 'Action']",617126,en,"['Against', 'the', 'vibrant', 'backdrop', 'of', 'a', '1960s-inspired,', 'retro-futuristic', 'world,', ""Marvel's"", 'First', 'Family', 'is', 'forced', 'to', 'balance', 'their', 'roles', 'as', 'heroes', 'with', 'the', 'strength', 'of', 'their', 'family', 'bond,', 'while', 'defending', 'Earth', 'from', 'a', 'ravenous', 'space', 'god', 'called', 'Galactus', 'and', 'his', 'enigmatic', 'Herald,', 'Silver', 'Surfer.']",2025-07-23,The Fantastic 4: First Steps
"['Comedy', 'Family', 'Music', 'TV Movie']",1548113,en,"['Music,', 'comedy,', 'and', 'a', 'whole', 'lot', 'of', 'chaos', 'is', 'bound', 'to', 'ensue', 'when', 'The', 'Muppets', 'once', 'again', 'take', 'the', 'stage', 'of', 'the', 'original', 'Muppet', 'Theatre', 'with', 'their', 'very', 'special', 'guest,', 'Sabrina', 'Carpenter!']",2026-02-03,The Muppet Show
"['Science Fiction', 'Adventure', 'Action']",1061474,en,"['Superman,', 'a', 'journalist', 'in', 'Metropolis,', 'embarks', 'on', 'a', 'journey', 'to', 'reconcile', 'his', 'Kryptonian', 'heritage', 'with', 'his', 'human', 'upbringing', 'as', 'Clark', 'Kent.']",2025-07-09,Superman
['Thriller'],662659,en,"['A', 'therapist', 'loses', 'her', 'grip', 'on', 'reality', 'when', 'a', 'ten-year-old', 'boy', 'claims', 'he', 'can', 'control', 'her', 'future.']",2020-09-28,Marionette
"['History', 'Drama']",1214931,en,"['In', 'postwar', 'Germany,', 'an', 'American', 'psychiatrist', 'must', 'determine', 'whether', 'Nazi', 'prisoners', 'are', 'fit', 'to', 'go', 'on', 'trial', 'for', 'war', 'crimes,', 'and', 'finds', 'himself', 'in', 'a', 'complex', 'battle', 'of', 'intellect', 'and', 'ethics', 'with', 'Hermann', 'Göring,', ""Hitler's"", 'right-hand', 'man.']",2025-11-06,Nuremberg
"['Animation', 'Fantasy', 'Comedy']",1280869,ja,"['An', 'OVA', 'released', 'between', 'the', 'first', 'season', 'of', 'Fate/Kaleid', 'Liner', 'Prisma', 'Illya', 'and', 'Fate/Kaleid', 'Liner', 'Prisma', 'Illya', '2Wei!']",2014-03-10,Fate/kaleid liner Prisma☆Illya: Dance at the Sports Festival!
"['Drama', 'Romance']",597,en,"['101-year-old', 'Rose', 'DeWitt', 'Bukater', 'tells', 'the', 'story', 'of', 'her', 'life', 'aboard', 'the', 'Titanic,', '84', 'years', 'later.', 'A', 'young', 'Rose', 'boards', 'the', 'ship', 'with', 'her', 'mother', 'and', 'fiancé.', 'Meanwhile,', 'Jack', 'Dawson', 'and', 'Fabrizio', 'De', 'Rossi', 'win', 'third-class', 'tickets', 'aboard', 'the', 'ship.', 'Rose', 'tells', 'the', 'whole', 'story', 'from', ""Titanic's"", 'departure', 'through', 'to', 'its', 'death—on', 'its', 'first', 'and', 'last', 'voyage—on', 'April', '15,', '1912.']",1997-12-18,Titanic
"['History', 'Drama']",1287322,en,"['Christy', 'Martin', 'never', 'imagined', 'life', 'beyond', 'her', 'small-town', 'roots', 'in', 'West', 'Virginia—until', 'she', 'discovered', 'a', 'knack', 'for', 'punching', 'people.', 'Fueled', 'by', 'grit,', 'raw', 'determination,', 'and', 'an', 'unshakable', 'desire', 'to', 'win,', 'she', 'charges', 'into', 'the', 'world', 'of', 'boxing', 'under', 'the', 'guidance', 'of', 'her', 'trainer', 'and', 'manager-turned-husband,', 'Jim.', 'But', 'while', 'Christy', 'flaunts', 'a', 'fiery', 'persona', 'in', 'the', 'ring,', 'her', 'toughest', 'battles', 'unfold', 'outside', 'it—confronting', 'family,', 'identity,', 'and', 'a', 'relationship', 'that', 'just', 'might', 'become', 'life-or-death.']",2025-11-06,Christy
